# N,sepal_l,sepal_w,petal_l,petal_w,setosa,versicolor,virginica,predict,answer,true
1.000000000000000000e+00,5.099999999999999645e+00,3.500000000000000000e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.847492767968103466e-01,1.348290503114569876e-02,4.349917794240256048e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.900000000000000355e+00,3.000000000000000000e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.841070517299823628e-01,1.404250019628004893e-02,4.380212804026561990e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,4.700000000000000178e+00,3.200000000000000178e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.845090669127432026e-01,1.369031920899200366e-02,4.367756936551617925e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,4.599999999999999645e+00,3.100000000000000089e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.837020812521514168e-01,1.439576222654145518e-02,4.398656047808005738e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,3.600000000000000089e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.847809948002501645e-01,1.345509710286165589e-02,4.349272025802360629e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,5.400000000000000355e+00,3.899999999999999911e+00,1.699999999999999956e+00,4.000000000000000222e-01,9.846599860617236688e-01,1.356287176487568774e-02,4.347214582843423117e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,4.599999999999999645e+00,3.399999999999999911e+00,1.399999999999999911e+00,2.999999999999999889e-01,9.844163767778929541e-01,1.377194887911192822e-02,4.369211503704563751e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e+00,3.399999999999999911e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.845127938725197758e-01,1.368938548089860402e-02,4.360025306983649450e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,4.400000000000000355e+00,2.899999999999999911e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.833378264483889630e-01,1.471141527177719475e-02,4.419893501858348540e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,4.900000000000000355e+00,3.100000000000000089e+00,1.500000000000000000e+00,1.000000000000000056e-01,9.841574442913146870e-01,1.399892724442121546e-02,4.377720467839870885e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000000e+01,5.400000000000000355e+00,3.700000000000000178e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.848310369810193698e-01,1.341261361334559338e-02,4.342718508115754952e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.200000000000000000e+01,4.799999999999999822e+00,3.399999999999999911e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.841843376303448521e-01,1.397622863514500630e-02,4.374270895370659974e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
