# N,sepal_l,sepal_w,petal_l,petal_w,setosa,versicolor,virginica,predict,answer,true
1.000000000000000000e+00,5.099999999999999645e+00,3.500000000000000000e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.780428800236379283e-01,2.393263619830597599e-02,4.882313723467885530e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,4.900000000000000355e+00,3.000000000000000000e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.771355642273708009e-01,2.490603480579083734e-02,4.918307849962046292e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,4.700000000000000178e+00,3.200000000000000178e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.776958783379106066e-01,2.429965847375200813e-02,4.903558109045597774e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,4.599999999999999645e+00,3.100000000000000089e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.765740374555167413e-01,2.550912246791412277e-02,4.939913347981903478e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,3.600000000000000089e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.780885262673134628e-01,2.388309391244455848e-02,4.881496848076374677e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,5.400000000000000355e+00,3.899999999999999911e+00,1.699999999999999956e+00,4.000000000000000222e-01,9.779182191325317408e-01,2.407239479672116170e-02,4.879209318150351353e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,4.599999999999999645e+00,3.399999999999999911e+00,1.399999999999999911e+00,2.999999999999999889e-01,9.775640233399025547e-01,2.444354780858494502e-02,4.905390731250700541e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,5.000000000000000000e+00,3.399999999999999911e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.777054509236885460e-01,2.429580741177517558e-02,4.894463141072780132e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,4.400000000000000355e+00,2.899999999999999911e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.760674418687711462e-01,2.604781865740249738e-02,4.964755051809477231e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,4.900000000000000355e+00,3.100000000000000089e+00,1.500000000000000000e+00,1.000000000000000056e-01,9.772076497485301383e-01,2.482939327566908300e-02,4.915342685215546258e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000000e+01,5.400000000000000355e+00,3.700000000000000178e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.781626105202182453e-01,2.380683919319971642e-02,4.873702721697632800e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.200000000000000000e+01,4.799999999999999822e+00,3.399999999999999911e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.772449246246076582e-01,2.479140109813307569e-02,4.911317596899601040e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+01,4.799999999999999822e+00,3.000000000000000000e+00,1.399999999999999911e+00,1.000000000000000056e-01,9.772557155641684590e-01,2.477437281395105176e-02,4.917839069512333627e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.400000000000000000e+01,4.299999999999999822e+00,3.000000000000000000e+00,1.100000000000000089e+00,1.000000000000000056e-01,9.777146436953026987e-01,2.426691676600838468e-02,4.922827095899359913e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,5.799999999999999822e+00,4.000000000000000000e+00,1.199999999999999956e+00,2.000000000000000111e-01,9.784233687000871704e-01,2.352775585883570483e-02,4.862566278113978485e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,5.700000000000000178e+00,4.400000000000000355e+00,1.500000000000000000e+00,4.000000000000000222e-01,9.783927300448451714e-01,2.356193459745167113e-02,4.861507286816311307e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000000e+01,5.400000000000000355e+00,3.899999999999999911e+00,1.300000000000000044e+00,4.000000000000000222e-01,9.783145115151015148e-01,2.364346381018908594e-02,4.867909913190072296e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.800000000000000000e+01,5.099999999999999645e+00,3.500000000000000000e+00,1.399999999999999911e+00,2.999999999999999889e-01,9.779662510578911450e-01,2.401561605566412960e-02,4.884020665315160804e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.900000000000000000e+01,5.700000000000000178e+00,3.799999999999999822e+00,1.699999999999999956e+00,2.999999999999999889e-01,9.780225827375582659e-01,2.396055696837828819e-02,4.874737519526588063e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+01,5.099999999999999645e+00,3.799999999999999822e+00,1.500000000000000000e+00,2.999999999999999889e-01,9.780904695826037054e-01,2.388343496430923515e-02,4.877781327299291272e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.100000000000000000e+01,5.400000000000000355e+00,3.399999999999999911e+00,1.699999999999999956e+00,2.000000000000000111e-01,9.774024921964377111e-01,2.462722881338336167e-02,4.898602599389136579e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.200000000000000000e+01,5.099999999999999645e+00,3.700000000000000178e+00,1.500000000000000000e+00,4.000000000000000222e-01,9.779210981614474552e-01,2.406606063153826983e-02,4.883140135974899966e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.300000000000000000e+01,4.599999999999999645e+00,3.600000000000000089e+00,1.000000000000000000e+00,2.000000000000000111e-01,9.782723755605731153e-01,2.367908110206978084e-02,4.886973355312100240e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.400000000000000000e+01,5.099999999999999645e+00,3.299999999999999822e+00,1.699999999999999956e+00,5.000000000000000000e-01,9.756025325645937274e-01,2.656873537415787440e-02,4.955723360154528148e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.500000000000000000e+01,4.799999999999999822e+00,3.399999999999999911e+00,1.899999999999999911e+00,2.000000000000000111e-01,9.751687655860717951e-01,2.703439197897521129e-02,4.972650758772401147e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.600000000000000000e+01,5.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.761009648712997144e-01,2.602558833781879605e-02,4.946947740627677392e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.700000000000000000e+01,5.000000000000000000e+00,3.399999999999999911e+00,1.600000000000000089e+00,4.000000000000000222e-01,9.769702373030839659e-01,2.509084282296243640e-02,4.915551411637148621e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.800000000000000000e+01,5.200000000000000178e+00,3.500000000000000000e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.779335698136348842e-01,2.405186653694179819e-02,4.884030644585217809e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.900000000000000000e+01,5.200000000000000178e+00,3.399999999999999911e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.779905076526466123e-01,2.398944967474677531e-02,4.883382804461200259e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,4.700000000000000178e+00,3.200000000000000178e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.764876135278168778e-01,2.560585660664549748e-02,4.938454933639949314e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.100000000000000000e+01,4.799999999999999822e+00,3.100000000000000089e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.762188763460828422e-01,2.589641992813389998e-02,4.945829547310888127e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.200000000000000000e+01,5.400000000000000355e+00,3.399999999999999911e+00,1.500000000000000000e+00,4.000000000000000222e-01,9.776745536025214234e-01,2.433308255863118191e-02,4.889702511712080805e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.300000000000000000e+01,5.200000000000000178e+00,4.099999999999999645e+00,1.500000000000000000e+00,1.000000000000000056e-01,9.783288025898552176e-01,2.362774681786014574e-02,4.868914056222987431e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.400000000000000000e+01,5.500000000000000000e+00,4.200000000000000178e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.783941921257018892e-01,2.355888992083630257e-02,4.864053264325080179e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.500000000000000000e+01,4.900000000000000355e+00,3.100000000000000089e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.769662015959152956e-01,2.509045978754021605e-02,4.921804012254978392e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.600000000000000000e+01,5.000000000000000000e+00,3.200000000000000178e+00,1.199999999999999956e+00,2.000000000000000111e-01,9.780139744137661406e-01,2.395983137913438449e-02,4.888575655590543696e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.700000000000000000e+01,5.500000000000000000e+00,3.500000000000000000e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.782414512482412450e-01,2.372095558688466777e-02,4.872111051350311306e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.800000000000000000e+01,4.900000000000000355e+00,3.600000000000000089e+00,1.399999999999999911e+00,1.000000000000000056e-01,9.781156783984137348e-01,2.385261442642153465e-02,4.882958019325421214e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.900000000000000000e+01,4.400000000000000355e+00,3.000000000000000000e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.770313632923666169e-01,2.500860798874195504e-02,4.934972028242829226e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+01,5.099999999999999645e+00,3.399999999999999911e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.777626768289748860e-01,2.423497566085696178e-02,4.891310210019188948e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.100000000000000000e+01,5.000000000000000000e+00,3.500000000000000000e+00,1.300000000000000044e+00,2.999999999999999889e-01,9.780666851866723910e-01,2.390589726435716697e-02,4.882770571645605670e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.200000000000000000e+01,4.500000000000000000e+00,2.299999999999999822e+00,1.300000000000000044e+00,2.999999999999999889e-01,9.717811786939953844e-01,3.065690924537306170e-02,5.093462714113364785e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.300000000000000000e+01,4.400000000000000355e+00,3.200000000000000178e+00,1.300000000000000044e+00,2.000000000000000111e-01,9.774910485948611338e-01,2.451556713886412706e-02,4.917510152833465438e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.400000000000000000e+01,5.000000000000000000e+00,3.500000000000000000e+00,1.600000000000000089e+00,5.999999999999999778e-01,9.767118044381704056e-01,2.537114697350454154e-02,4.921750346317652416e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.500000000000000000e+01,5.099999999999999645e+00,3.799999999999999822e+00,1.899999999999999911e+00,4.000000000000000222e-01,9.768189068150247012e-01,2.525849330879395907e-02,4.915903659151096665e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.600000000000000000e+01,4.799999999999999822e+00,3.000000000000000000e+00,1.399999999999999911e+00,2.999999999999999889e-01,9.767520950809078784e-01,2.531888971306829259e-02,4.931015966150948705e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.700000000000000000e+01,5.099999999999999645e+00,3.799999999999999822e+00,1.600000000000000089e+00,2.000000000000000111e-01,9.780326536069682275e-01,2.394597698567713442e-02,4.879737619639565663e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.800000000000000000e+01,4.599999999999999645e+00,3.200000000000000178e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.773368529718358122e-01,2.468624229083494354e-02,4.916027326993668151e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.900000000000000000e+01,5.299999999999999822e+00,3.700000000000000178e+00,1.500000000000000000e+00,2.000000000000000111e-01,9.781367065312012166e-01,2.383419530233068379e-02,4.875430995119302974e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+01,5.000000000000000000e+00,3.299999999999999822e+00,1.399999999999999911e+00,2.000000000000000111e-01,9.777874660061294243e-01,2.420607444450211324e-02,4.893309370485867012e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.100000000000000000e+01,7.000000000000000000e+00,3.200000000000000178e+00,4.700000000000000178e+00,1.399999999999999911e+00,2.118174750966916875e-02,9.795890708673580249e-01,1.458638530722587701e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.200000000000000000e+01,6.400000000000000355e+00,3.200000000000000178e+00,4.500000000000000000e+00,1.500000000000000000e+00,2.107121857492198769e-02,9.790493362061623017e-01,1.499160631915236533e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.300000000000000000e+01,6.900000000000000355e+00,3.100000000000000089e+00,4.900000000000000355e+00,1.500000000000000000e+00,2.061629877247149120e-02,9.781696676934034107e-01,1.586338387022231261e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.400000000000000000e+01,5.500000000000000000e+00,2.299999999999999822e+00,4.000000000000000000e+00,1.300000000000000044e+00,1.612580785769187827e-02,9.341920608198844844e-01,5.166078263400684933e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.500000000000000000e+01,6.500000000000000000e+00,2.799999999999999822e+00,4.599999999999999645e+00,1.500000000000000000e+00,1.946343302234482611e-02,9.716947100403131587e-01,2.094141221172301712e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.600000000000000000e+01,5.700000000000000178e+00,2.799999999999999822e+00,4.500000000000000000e+00,1.300000000000000044e+00,1.644613406822640136e-02,9.405776907706733247e-01,4.644722627538111492e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.700000000000000000e+01,6.299999999999999822e+00,3.299999999999999822e+00,4.700000000000000178e+00,1.600000000000000089e+00,1.961351751481835853e-02,9.723098771025247000e-01,2.039841468732952329e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.800000000000000000e+01,4.900000000000000355e+00,2.399999999999999911e+00,3.299999999999999822e+00,1.000000000000000000e+00,2.367935501546578059e-02,9.771324254935164211e-01,1.440086202270806498e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.900000000000000000e+01,6.599999999999999645e+00,2.899999999999999911e+00,4.599999999999999645e+00,1.300000000000000044e+00,2.101663990005278940e-02,9.794103238547982038e-01,1.480992861645782400e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+01,5.200000000000000178e+00,2.700000000000000178e+00,3.899999999999999911e+00,1.399999999999999911e+00,1.793454022068325868e-02,9.561321479561170067e-01,3.296859076317917858e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.100000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+00,3.500000000000000000e+00,1.000000000000000000e+00,2.102000110737260036e-02,9.769576546332580103e-01,1.631222564906186986e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
